molecule_chembl_id,canonical_smiles,standard_value,0,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm,pIC50_values
CHEMBL2408755,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CC2(CC2)Oc2ccc(CC(C)(C)C)cc21,6.0,inactive,486.6030000000004,4.607500000000004,3.0,4.0,6.0,8.221848749616356
CHEMBL2408753,COC[C@@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,5.0,inactive,518.6450000000003,4.480000000000003,3.0,5.0,5.0,8.301029995663981
CHEMBL2408752,CCC[C@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,2.0,inactive,516.6730000000002,5.6337000000000055,3.0,4.0,2.0,8.698970004336019
CHEMBL2408751,CCC[C@@]1(C)C[C@H](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)c2cc(CC(C)(C)C)ccc2O1,1.0,inactive,516.6730000000002,5.6337000000000055,3.0,4.0,1.0,9.0
CHEMBL2425607,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,10000.0,inactive,561.6420000000004,3.496800000000001,3.0,7.0,10000.0,5.0
CHEMBL2425606,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,3570.0,inactive,565.6300000000005,3.3809000000000013,3.0,8.0,3570.0,5.447331783887806
CHEMBL2425605,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,9680.0,inactive,564.6460000000004,3.046900000000001,3.0,8.0,9680.0,5.014124642691606
CHEMBL2425604,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,6830.0,inactive,588.5420000000001,3.7029000000000014,3.0,7.0,6830.0,5.165579296318468
CHEMBL2425603,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,780.0,inactive,562.6260000000003,3.5915000000000017,3.0,7.0,780.0,6.107905397309519
CHEMBL2425609,CC(C)(C)c1cccc(CN[C@H]2C[S@@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,10000.0,active,584.5980000000002,5.017700000000005,3.0,5.0,10000.0,5.0
CHEMBL2425608,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,870.0,active,584.5980000000002,5.017700000000005,3.0,5.0,870.0,6.060480747381382
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,7620.0,active,578.7350000000002,3.027400000000002,4.0,6.0,7620.0,5.1180450286604
CHEMBL3127069,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1C[C@H]1CCOC[C@@H]12,810.0,active,380.4230000000002,2.0785,1.0,5.0,810.0,6.0915149811213505
CHEMBL3127070,COc1cccc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,300.0,inactive,365.4330000000001,2.9053000000000013,1.0,5.0,300.0,6.522878745280337
CHEMBL3127095,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12,76000.0,inactive,338.36700000000013,1.4813,1.0,7.0,76000.0,4.119186407719209
CHEMBL3127094,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,170000.0,active,355.36900000000014,2.2254,1.0,6.0,170000.0,3.769551078621726
CHEMBL3127096,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1O[C@@H]1CCOC[C@H]12,200000.0,active,338.36700000000013,1.4813,1.0,7.0,200000.0,3.6989700043360187
CHEMBL3127074,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(F)c3)ccc1O2,160000.0,active,369.3960000000001,2.6155,1.0,6.0,160000.0,3.795880017344075
CHEMBL3127073,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,140000.0,active,385.85100000000006,3.1298000000000004,1.0,6.0,140000.0,3.853871964321762
CHEMBL3127092,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,120000.0,active,371.8240000000002,2.739700000000001,1.0,6.0,120000.0,3.9208187539523753
CHEMBL3127098,NC1=N[C@@]2(CS1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,96000.0,active,371.4370000000002,2.942000000000001,1.0,6.0,96000.0,4.017728766960431
CHEMBL3127099,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2,69000.0,active,375.4280000000001,2.953080000000001,1.0,6.0,69000.0,4.161150909262744
CHEMBL3127078,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=N3)[C@H]12,57000.0,active,369.3960000000001,2.6139,1.0,6.0,57000.0,4.2441251443275085
CHEMBL3127097,NC1=N[C@@]2(CS1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,57000.0,active,387.8920000000002,3.456300000000001,1.0,6.0,57000.0,4.2441251443275085
CHEMBL3124962,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(CSC(N)=N3)[C@H]12,47000.0,active,385.4640000000001,3.3305000000000007,1.0,6.0,47000.0,4.327902142064283
CHEMBL3127075,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,42000.0,active,369.3960000000001,2.615500000000001,1.0,6.0,42000.0,4.376750709602099
CHEMBL3127101,CN1C(=O)[C@]2(N=C1N)c1cc(Br)ccc1O[C@H]1CCOC[C@@H]12,24000.0,active,366.2150000000002,1.2286,1.0,5.0,24000.0,4.619788758288394
CHEMBL3127085,CN1C(=O)[C@@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,14000.0,active,382.3950000000002,1.6671999999999998,1.0,6.0,14000.0,4.853871964321762
CHEMBL3127091,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,12000.0,active,371.8240000000002,2.739700000000001,1.0,6.0,12000.0,4.920818753952375
CHEMBL3127071,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)c(F)cc1O2,11000.0,active,403.84100000000007,3.2689000000000004,1.0,6.0,11000.0,4.958607314841775
CHEMBL3127090,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12,11000.0,active,365.39300000000026,0.9230999999999993,1.0,7.0,11000.0,4.958607314841775
CHEMBL3127100,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,7500.0,active,402.8530000000001,3.8739000000000017,1.0,5.0,7500.0,5.1249387366083
CHEMBL3127089,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,6300.0,active,389.41500000000025,1.3997799999999998,1.0,7.0,6300.0,5.200659450546418
CHEMBL3127086,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(F)c3)ccc1O[C@H]1CCOC[C@@H]12,6200.0,inactive,382.3950000000002,1.6671999999999998,1.0,6.0,6200.0,5.207608310501746
CHEMBL3127088,COc1cncc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,5400.0,active,394.4310000000002,1.5366999999999995,1.0,7.0,5400.0,5.267606240177032
CHEMBL3127077,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@]3(N=C(N)N(C)C3=O)[C@H]12,4600.0,active,396.42200000000014,2.0557,1.0,6.0,4600.0,5.337242168318426
CHEMBL3127072,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)c(F)cc1O2,3700.0,active,387.3860000000001,2.754600000000001,1.0,6.0,3700.0,5.431798275933005
CHEMBL3127087,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,3200.0,active,398.85000000000025,2.1815,1.0,6.0,3200.0,5.494850021680094
CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,2700.0,active,388.42700000000025,2.00478,1.0,6.0,2700.0,5.568636235841013
CHEMBL3127081,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@]12C,2600.0,active,379.4200000000003,1.313199999999999,1.0,7.0,2600.0,5.585026652029182
CHEMBL3127102,COc1cccc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,1800.0,active,393.4430000000002,2.1417,1.0,6.0,1800.0,5.7447274948966935
CHEMBL3127079,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@]12C,1700.0,active,402.4540000000003,2.394880000000001,1.0,6.0,1700.0,5.769551078621726
CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,1100.0,active,382.3950000000002,1.6671999999999998,1.0,6.0,1100.0,5.958607314841775
CHEMBL3127084,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12,940.0,active,400.3850000000002,1.8063,1.0,6.0,940.0,6.026872146400302
CHEMBL3127103,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)ccc1O[C@H]1CCOC[C@@H]12,780.0,active,429.4230000000002,2.7345000000000006,1.0,6.0,780.0,6.107905397309519
CHEMBL3127083,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12,600.0,active,447.4130000000002,2.873600000000001,1.0,6.0,600.0,6.221848749616356
CHEMBL3127080,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@]12C,490.0,active,396.42200000000025,2.0573,1.0,6.0,490.0,6.309803919971486
CHEMBL3127082,C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=N1,200000.0,active,369.3960000000002,2.6155,1.0,6.0,200000.0,3.6989700043360187
CHEMBL3127076,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,200000.0,active,352.39400000000006,1.871399999999999,1.0,7.0,200000.0,3.6989700043360187
CHEMBL587764,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,43.0,active,692.923,5.1143000000000045,3.0,7.0,43.0,7.366531544420414
CHEMBL3264796,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,4400.0,active,692.923,5.1143000000000045,3.0,7.0,4400.0,5.356547323513812
CHEMBL3264798,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c2ccccc2)cc(N2CCCCS2(=O)=O)c1,5800.0,active,662.8969999999999,5.105700000000005,3.0,6.0,5800.0,5.236572006437063
CHEMBL3264799,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,42.0,inactive,642.8849999999999,6.174600000000007,3.0,6.0,42.0,7.376750709602099
CHEMBL3264800,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(O)c2)cc(N2CCCCC2)c1,40.0,inactive,628.8579999999998,5.871600000000007,4.0,6.0,40.0,7.3979400086720375
CHEMBL3264801,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2ccccc2)cc(N2CCCCC2)c1,51.0,inactive,612.8589999999998,6.166000000000007,3.0,5.0,51.0,7.292429823902063
CHEMBL3264802,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2ccccn2)cc(N2CCCCC2)c1,350.0,inactive,613.8469999999998,5.561000000000005,3.0,6.0,350.0,6.455931955649724
CHEMBL3264807,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCC2)c1,200.0,active,614.8309999999998,5.439500000000005,3.0,6.0,200.0,6.698970004336019
CHEMBL3259870,CCCNC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,110.0,inactive,600.8039999999999,5.0522000000000045,4.0,6.0,110.0,6.958607314841775
CHEMBL3264808,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N3CCCC3)cc(N3CCCCC3)c2)c1,38.0,inactive,612.8149999999999,5.148400000000005,3.0,6.0,38.0,7.42021640338319
CHEMBL3264809,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(N)=O)cc(N3CCCCC3)c2)c1,500.0,inactive,558.7230000000002,4.011300000000002,4.0,6.0,500.0,6.301029995663981
CHEMBL3264810,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C2CCCCC2)c1,19.0,inactive,641.8969999999999,7.232000000000008,3.0,5.0,19.0,7.721246399047171
CHEMBL3264811,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCC2)c1,32.0,inactive,628.858,5.784500000000006,3.0,6.0,32.0,7.494850021680094
CHEMBL3264812,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(-c2ccccc2)c1,54.0,inactive,635.8490000000003,6.851300000000007,3.0,5.0,54.0,7.267606240177032
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,30000.0,inactive,474.6460000000002,2.464300000000003,3.0,6.0,30000.0,4.522878745280337
CHEMBL3321941,COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,240.0,active,587.4790000000003,2.56057,5.0,8.0,240.0,6.619788758288394
CHEMBL3321940,COc1cc(Br)c(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,140.0,active,627.5440000000002,3.484870000000001,5.0,8.0,140.0,6.853871964321762
CHEMBL3321939,COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2cc(OC)c(OC)cc2Br)ccc1F,8.6,active,607.5210000000002,4.452470000000003,4.0,6.0,8.6,8.065501548756432
CHEMBL3321936,COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(-c3nnn[nH]3)c2F)cc1OC,280.0,inactive,526.5730000000002,1.93717,5.0,8.0,280.0,6.552841968657781
CHEMBL3321935,COc1ccc(CC(=O)NC(=N)N[C@H](CC(C)C)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,370.0,inactive,508.58300000000025,1.7980700000000005,5.0,8.0,370.0,6.431798275933005
CHEMBL3321934,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(-c3nnn[nH]3)c(F)c2)cc1OC,81.0,inactive,566.6380000000003,2.861469999999999,5.0,8.0,81.0,7.0915149811213505
CHEMBL3321933,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(-c3nnn[nH]3)cc2)cc1OC,44.0,inactive,548.6480000000003,2.7223700000000006,5.0,8.0,44.0,7.356547323513812
CHEMBL3321932,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2cccc(-c3nnn[nH]3)c2)cc1OC,92.0,inactive,548.6480000000003,2.72237,5.0,8.0,92.0,7.036212172654444
CHEMBL3321931,COc1cc(CNC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)ccc1F,24.0,inactive,488.56000000000034,2.765670000000002,4.0,6.0,24.0,7.619788758288394
CHEMBL3321930,COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(F)c(F)c2)cc1OC,170.0,inactive,516.5890000000003,3.820470000000002,4.0,5.0,170.0,6.769551078621726
CHEMBL3321929,COc1ccc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)cc1F,98.0,inactive,528.6250000000002,3.6899700000000015,4.0,6.0,98.0,7.008773924307505
CHEMBL3321928,COc1cc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)ccc1F,170.0,inactive,528.6250000000002,3.6899700000000015,4.0,6.0,170.0,6.769551078621726
CHEMBL3321927,COc1ccc(CNC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)cc1OC,67.0,inactive,500.59600000000034,2.6351700000000022,4.0,7.0,67.0,7.173925197299173
CHEMBL3321926,COc1ccc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)cc1OC,120.0,inactive,540.6610000000002,3.559470000000002,4.0,7.0,120.0,6.920818753952375
CHEMBL3321923,COc1ccc(CC(=O)NC(=N)N[C@H](Cc2ccccc2)C(=O)NCCN2C(=O)c3ccccc3C2=O)cc1OC,320.0,active,557.6070000000003,1.9105700000000003,4.0,7.0,320.0,6.494850021680094
CHEMBL3321922,COc1ccc(CC(=O)NC(=N)NCc2ccc(N)cc2)cc1OC,29000.0,active,342.3990000000001,1.6692699999999996,4.0,5.0,29000.0,4.5376020021010435
CHEMBL3321918,COc1ccc(Cl)c(CC(=O)NC(=N)NCc2ccccc2)c1,6100.0,inactive,331.803,2.7318700000000007,3.0,3.0,6100.0,5.214670164989233
CHEMBL3321916,COc1ccc(CNC(=N)NC(=O)Cc2cc(OC)c(OC)cc2[N+](=O)[O-])cc1OC,2700.0,active,432.4330000000002,2.012469999999999,3.0,8.0,2700.0,5.568636235841013
CHEMBL3321915,COc1ccc(CC(=O)NC(=N)NCc2ccc(C)cc2)cc1OC,1900.0,active,341.4110000000001,2.395490000000001,3.0,4.0,1900.0,5.721246399047171
CHEMBL3321914,COc1cc(CC(=O)NC(=N)NCc2ccc(Cl)cc2)c([N+](=O)[O-])cc1OC,1500.0,active,406.8260000000002,2.648670000000001,3.0,6.0,1500.0,5.823908740944319
CHEMBL3321913,COc1cc(CC(=O)NC(=N)NCc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])cc1OC,440.0,active,441.2710000000002,3.3020700000000014,3.0,6.0,440.0,6.356547323513812
CHEMBL3344152,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(N)=O.O=C(O)C(F)(F)F,100000.0,active,514.6280000000003,-2.469029999999992,9.0,7.0,100000.0,4.0
CHEMBL3344153,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NCCCC(N)=O.O=C(O)C(F)(F)F,100000.0,active,528.6550000000004,-2.077329999999993,9.0,7.0,100000.0,4.0
CHEMBL3344155,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCN)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1.Cl,100000.0,active,575.7509999999999,2.255800000000004,6.0,7.0,100000.0,4.0
CHEMBL3344159,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1,43.0,inactive,622.8069999999998,4.149700000000002,5.0,6.0,43.0,7.366531544420414
CHEMBL3344164,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,713.0,inactive,645.8459999999998,2.416270000000005,8.0,7.0,713.0,6.146910470148135
CHEMBL3344165,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,447.0,inactive,659.8729999999998,2.8063700000000047,8.0,7.0,447.0,6.349692476868063
CHEMBL3344166,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,5100.0,inactive,659.8729999999998,2.8063700000000047,8.0,7.0,5100.0,5.292429823902063
CHEMBL3344261,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,4800.0,inactive,693.89,3.0029700000000066,8.0,7.0,4800.0,5.318758762624412
CHEMBL3344262,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCc1ccccc1.O=C(O)C(F)(F)F,100000.0,inactive,625.7710000000001,1.6476700000000069,8.0,7.0,100000.0,4.0
CHEMBL3344263,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,29000.0,inactive,639.798,1.6901700000000075,8.0,7.0,29000.0,4.5376020021010435
CHEMBL3344264,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1Cc2ccccc2C1.O=C(O)C(F)(F)F,100000.0,inactive,651.809,1.6148700000000078,8.0,7.0,100000.0,4.0
CHEMBL3344265,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC(C)c1ccccc1.O=C(O)C(F)(F)F,100000.0,inactive,639.7980000000001,2.208670000000006,8.0,7.0,100000.0,4.0
CHEMBL3344266,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccc(Cl)cc1.O=C(O)C(F)(F)F,100000.0,inactive,674.2429999999999,2.343570000000007,8.0,7.0,100000.0,4.0
CHEMBL3344267,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)N(C)CCc1ccc(Cl)cc1.O=C(O)C(F)(F)F,100000.0,inactive,688.2699999999999,2.685770000000007,7.0,7.0,100000.0,4.0
CHEMBL3344269,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)COCc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,100000.0,inactive,653.825,1.096770000000009,8.0,7.0,100000.0,4.0
CHEMBL3344270,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,100000.0,inactive,645.827,0.7422700000000078,8.0,7.0,100000.0,4.0
CHEMBL3344271,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,100000.0,inactive,659.854,0.883370000000008,8.0,7.0,100000.0,4.0
CHEMBL3344272,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,32000.0,inactive,687.9079999999999,1.5194700000000063,8.0,7.0,32000.0,4.494850021680094
CHEMBL3354688,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,1100.0,inactive,416.4810000000001,4.262700000000002,1.0,7.0,1100.0,5.958607314841775
CHEMBL3394040,CC1(C)C=C(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1,710.0,inactive,458.4930000000003,4.559200000000003,1.0,7.0,710.0,6.1487416512809245
CHEMBL3394041,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCCOC3)cc12,1080.0,inactive,430.43900000000025,3.7806000000000015,1.0,7.0,1080.0,5.966576244513051
CHEMBL3394042,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCOCC3)cc12,3390.0,inactive,432.45500000000027,3.8709000000000016,1.0,7.0,3390.0,5.4698003017969175
CHEMBL3394043,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCCOC3)cc12,5800.0,inactive,432.45500000000027,3.8709000000000033,1.0,7.0,5800.0,5.236572006437063
CHEMBL3394044,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@@H]3CCCCO3)cc12,11600.0,inactive,432.45500000000027,4.218500000000003,1.0,7.0,11600.0,4.935542010773082
CHEMBL3394045,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@H]3CCCCO3)cc12,1040.0,inactive,432.45500000000027,4.218500000000003,1.0,7.0,1040.0,5.982966660701219
